"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value";"Value"
"CHEMBL4460323";"";"None";"668.86";"1";"3.53";"11h";"CC(C)C[C@H](NC(=O)N1CCC(C(=O)Nc2nccs2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4423879";"Inhibition of human 20S proteasome at 100 nM preincubated for 30 mins followed by substrate addition relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4422641";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"Active";""
"CHEMBL4574045";"";"None";"599.77";"1";"2.19";"11n";"CNC(=O)C1CCN(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]2(C)CO2)CC1";"IC50";"'='";"232.2";"nM";"6.63";"";"";"UO_0000065";"11.06";"0.21";"4.44";"4.45";"0";"CHEMBL4423848";"Inhibition of human 20S proteasome preincubated for 15 mins followed by substrate addition";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4422641";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"232.2"
"CHEMBL4571909";"";"None";"706.89";"1";"4.02";"9b";"COc1ccc(NC(=O)NC2CCN(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]3(C)CO3)CC2)cc1";"IC50";"'='";"63.8";"nM";"7.20";"";"";"UO_0000065";"10.18";"0.19";"3.18";"4.22";"0";"CHEMBL4423848";"Inhibition of human 20S proteasome preincubated for 15 mins followed by substrate addition";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4422641";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"63.8"
"CHEMBL39878";"";"None";"395.59";"1";"7.48";"AM-404";"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)Nc1ccc(O)cc1";"Activity";"'='";"219.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5107497";"Stimulation of human 20S proteasome assessed as increase in proteasome activity at 25 uM and measured upto 60 mins using FRET peptide as substrate by FRET assay relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5104206";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"Dose = 25.0 microM | TIME <= 1.0 hr";"ACTIVATOR";"";"219.0"
"CHEMBL5190952";"";"None";"337.59";"1";"6.80";"28";"CCCCCCCC/C=C\CCCCCCCC(=O)NCC(C)C";"Activity";"'='";"139.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5107497";"Stimulation of human 20S proteasome assessed as increase in proteasome activity at 25 uM and measured upto 60 mins using FRET peptide as substrate by FRET assay relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5104206";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"Dose = 25.0 microM | TIME <= 1.0 hr";"ACTIVATOR";"";"139.0"
"CHEMBL4441018";"";"None";"662.83";"1";"3.47";"11l";"CC(C)C[C@H](NC(=O)N1CCC(C(=O)Nc2ccncc2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1";"IC50";"'='";"9.5";"nM";"8.02";"";"";"UO_0000065";"12.10";"0.23";"4.55";"4.95";"0";"CHEMBL4423848";"Inhibition of human 20S proteasome preincubated for 15 mins followed by substrate addition";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4422641";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"9.5"
"CHEMBL4444107";"";"None";"679.83";"1";"4.22";"11d";"CC(C)C[C@H](NC(=O)N1CCC(C(=O)Nc2ccc(F)cc2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1";"IC50";"'='";"3.4";"nM";"8.47";"";"";"UO_0000065";"12.46";"0.24";"4.25";"5.67";"0";"CHEMBL4423848";"Inhibition of human 20S proteasome preincubated for 15 mins followed by substrate addition";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4422641";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"3.4"
"CHEMBL4467618";"";"None";"691.87";"1";"4.09";"11c";"COc1ccc(NC(=O)C2CCN(C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc3ccccc3)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]3(C)CO3)CC2)cc1";"IC50";"'='";"4.8";"nM";"8.32";"";"";"UO_0000065";"12.02";"0.23";"4.23";"5.25";"0";"CHEMBL4423848";"Inhibition of human 20S proteasome preincubated for 15 mins followed by substrate addition";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4422641";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"4.8"
"CHEMBL4455910";"";"None";"697.28";"1";"4.23";"8a";"CC(C)C[C@H](NC(=O)N1CCN(C(=O)Nc2ccc(Cl)cc2)CC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1";"IC50";"'='";"25.6";"nM";"7.59";"";"";"UO_0000065";"10.89";"0.21";"3.36";"4.98";"0";"CHEMBL4423848";"Inhibition of human 20S proteasome preincubated for 15 mins followed by substrate addition";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4422641";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"25.6"
"CHEMBL4448845";"";"None";"648.81";"1";"2.48";"2";"CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)C1CCN(C(=O)c2cnccn2)CC1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1";"Inhibition";"'='";"43.7";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4423847";"Inhibition of human 20S proteasome at 100 ng/mL preincubated for 15 mins followed by substrate addition relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4422641";"1";"Scientific Literature";"Eur J Med Chem";"2019";"None";"";"";"";"43.7"
"CHEMBL4761117";"";"None";"388.51";"1";"6.68";"3";"Cc1ccc2c(c1)N=C(c1ccccc1)N(Cc1ccccc1)C2c1ccccc1";"FC";"'='";"8.1";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4736898";"Activation of human 20S proteosome assessed as increase in 7-amino-4-methylcoumarin release at 30 uM using mixture of chymotrypsin-like Suc-LLVY-AMC, trypsin-like Boc-LRR-AMC and caspase-like Z-LLE-AM fluorogenic peptides as substrates preincubated for 15 mins followed by substrate mixture addition and measured for 1 hr by fluorescence assay relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4732168";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 30.0 microM | TIME = 1.25 hr";"ACTIVATOR";"";"8.1"
"CHEMBL4762862";"";"None";"412.53";"1";"5.61";"20";"COc1ccc2c(c1)N=C(c1ccccc1)N(CC1CCOCC1)C2c1ccccc1";"FC";"'='";"1.6";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4736898";"Activation of human 20S proteosome assessed as increase in 7-amino-4-methylcoumarin release at 30 uM using mixture of chymotrypsin-like Suc-LLVY-AMC, trypsin-like Boc-LRR-AMC and caspase-like Z-LLE-AM fluorogenic peptides as substrates preincubated for 15 mins followed by substrate mixture addition and measured for 1 hr by fluorescence assay relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4732168";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 30.0 microM | TIME = 1.25 hr";"ACTIVATOR";"";"1.6"
"CHEMBL5187649";"";"None";"574.65";"2";"5.61";"1c";"O=C(NCc1ccccc1C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CCc1ccccc1)c1cc(F)cc(F)c1";"Inhibition";"'='";"24.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5115914";"Inhibition of human 20S proteasome caspase-like activity at 11 uM using Cbz-Leu-Leu-Glu-AMC as fluorogenic substrate by fluorometric assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5113413";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"Dose = 11.0 microM";"";"";"24.0"
"CHEMBL5182340";"";"None";"590.65";"2";"5.55";"2c";"O=C(NCc1ccccc1C(=O)N[C@H](/C=C/S(=O)(=O)Oc1ccccc1)CCc1ccccc1)c1cc(F)cc(F)c1";"Inhibition";"'='";"33.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5115914";"Inhibition of human 20S proteasome caspase-like activity at 11 uM using Cbz-Leu-Leu-Glu-AMC as fluorogenic substrate by fluorometric assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5113413";"1";"Scientific Literature";"Eur J Med Chem";"2022";"None";"Dose = 11.0 microM";"";"";"33.0"
"CHEMBL5176034";"";"None";"351.62";"1";"7.33";"27";"CCCCCCCC/C=C\CCCCCCCC(=O)NCCCCC";"Activity";"'='";"124.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5107497";"Stimulation of human 20S proteasome assessed as increase in proteasome activity at 25 uM and measured upto 60 mins using FRET peptide as substrate by FRET assay relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5104206";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"Dose = 25.0 microM | TIME <= 1.0 hr";"ACTIVATOR";"";"124.0"
"CHEMBL5196698";"";"None";"354.36";"0";"3.85";"9";"Cc1cc2c(Nc3c(F)cccc3F)cc(C(=O)NC3CC3)nc2cn1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL5130423";"Inhibition of human 20s proteasome";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5126622";"1";"Scientific Literature";"J Med Chem";"2022";"None";"";"";"";"10000.0"
"CHEMBL4762311";"";"None";"321.38";"0";"3.37";"18; PPA";"C=CC(=O)Nc1ncnc2c1c(-c1ccccc1)nn2C(C)(C)C";"Inhibition";"";"";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL4736581";"Inhibition of human 20S proteasome stably expressed in HEK293 cells at 5 to 50 uM using succinyl-LLVY-AMC as substrate preincubated for 30 mins followed by substrate addition and measured at 3 mins interval for 30 mins by fluorescence assay";"A";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4732155";"1";"Scientific Literature";"Eur J Med Chem";"2021";"None";"Dose_Lower = 5.0 microM | Dose_Upper = 50.0 microM | TIME = 1.0 hr";"";"Not active";""
"CHEMBL5188149";"";"None";"335.58";"1";"6.69";"18";"CCCCCCCC/C=C\CCCCCCCC(=O)NC1CCC1";"Activity";"'='";"202.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL5107497";"Stimulation of human 20S proteasome assessed as increase in proteasome activity at 25 uM and measured upto 60 mins using FRET peptide as substrate by FRET assay relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL5104206";"1";"Scientific Literature";"RSC Med Chem";"2022";"None";"Dose = 25.0 microM | TIME <= 1.0 hr";"ACTIVATOR";"";"202.0"
"CHEMBL4762528";"";"None";"404.51";"1";"6.38";"2";"COc1ccc2c(c1)N=C(c1ccccc1)N(Cc1ccccc1)C2c1ccccc1";"FC";"'='";"7.9";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4736898";"Activation of human 20S proteosome assessed as increase in 7-amino-4-methylcoumarin release at 30 uM using mixture of chymotrypsin-like Suc-LLVY-AMC, trypsin-like Boc-LRR-AMC and caspase-like Z-LLE-AM fluorogenic peptides as substrates preincubated for 15 mins followed by substrate mixture addition and measured for 1 hr by fluorescence assay relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4732168";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 30.0 microM | TIME = 1.25 hr";"ACTIVATOR";"";"7.9"
"CHEMBL4794866";"";"None";"391.47";"1";"5.78";"11";"COc1ccc2c(c1)N=C(c1ccccc1)N(c1ccccn1)C2c1ccccc1";"FC";"'='";"6.9";"";"";"";"";"";"";"";"";"";"0";"CHEMBL4736898";"Activation of human 20S proteosome assessed as increase in 7-amino-4-methylcoumarin release at 30 uM using mixture of chymotrypsin-like Suc-LLVY-AMC, trypsin-like Boc-LRR-AMC and caspase-like Z-LLE-AM fluorogenic peptides as substrates preincubated for 15 mins followed by substrate mixture addition and measured for 1 hr by fluorescence assay relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4732168";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"Dose = 30.0 microM | TIME = 1.25 hr";"ACTIVATOR";"";"6.9"
"CHEMBL4762988";"";"None";"390.49";"1";"6.38";"10";"COc1ccc2c(c1)N=C(c1ccccc1)N(c1ccccc1)C2c1ccccc1";"AC200";"'='";"5.8";"uM";"";"";"";"UO_0000064";"";"";"";"";"0";"CHEMBL4736907";"Activation of human 20S proteosome assessed as concentration required to cause double the proteosome activity using caspase-like Z-LLE-AM fluorogenic peptide as substrate";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL4732168";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2021";"None";"";"ACTIVATOR";"";"5.8"
"CHEMBL6159716";"";"None";"1816.01";"None";"None";"1e";"CN[C@@H](CCCCN)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL6138526";"Activation of human erythrocyte-derived 20S proteasome using Dabcyl-EDANS as FRET-type substrate at 1.0 to 50 uM measured every two mins for 60 mins by fluorescence based analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Erythrocyte";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL6134855";"1";"Scientific Literature";"J Med Chem";"2025";"None";"DOSE_Lower = 1.0 microM | DOSE_Upper = 50.0 microM | TIME = 1.0 hr";"ACTIVATOR";"Active";""
"CHEMBL6161877";"";"None";"2711.06";"None";"None";"1g";"C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN(CCCCN)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O";"Activity";"";"";"";"";"";"Compound Was Slightly Less Active";"";"";"";"";"";"0";"CHEMBL6138527";"Activation of human erythrocyte-derived 20S proteasome chymotrypsin-like activity using Suc-LLVY-AMC as substrate at 1.0 to 50 uM measured every two mins for 60 mins by fluorescence based analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Erythrocyte";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL6134855";"1";"Scientific Literature";"J Med Chem";"2025";"None";"DOSE_Lower = 1.0 microM | DOSE_Upper = 50.0 microM | TIME = 1.0 hr";"";"Not active";""
"CHEMBL6149502";"";"None";"1848.05";"None";"None";"2e";"COc1ccc(CN(CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CO)C(=O)O)C(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@@H](NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)cc1";"Activity";"";"";"";"";"";"";"";"";"";"";"";"0";"CHEMBL6138533";"Activation of human erythrocyte-derived 20S proteasome caspase-like activity using Z-LLE-AMC as substrate at lower concentration measured every two mins for 60 mins by fluorescence based analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Erythrocyte";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL6134855";"1";"Scientific Literature";"J Med Chem";"2025";"None";"TIME = 1.0 hr";"ACTIVATOR";"Weak_effect";""
"CHEMBL6174310";"";"None";"3109.57";"None";"None";"1f";"C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN(CCCCN)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O";"EC50";"'='";"540.0";"nM";"6.27";"";"";"UO_0000065";"2.02";"None";"None";"None";"0";"CHEMBL6138536";"Activation of human erythrocyte-derived 20S proteasome chymotrypsin-like activity using Suc-LLVY-AMC as substrate measured every two mins for 60 mins by fluorescence based analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Erythrocyte";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL6134855";"1";"Scientific Literature";"J Med Chem";"2025";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"0.54"
"CHEMBL6161877";"";"None";"2711.06";"None";"None";"1g";"C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN(CCCCN)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O";"EC50";"'='";"760.0";"nM";"6.12";"";"";"UO_0000065";"2.26";"None";"None";"None";"0";"CHEMBL6138536";"Activation of human erythrocyte-derived 20S proteasome chymotrypsin-like activity using Suc-LLVY-AMC as substrate measured every two mins for 60 mins by fluorescence based analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"Erythrocyte";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL6134855";"1";"Scientific Literature";"J Med Chem";"2025";"None";"TIME = 1.0 hr";"ACTIVATOR";"";"0.76"
"CHEMBL6174310";"";"None";"3109.57";"None";"None";"1f";"C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN(CCCCN)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O";"EC50";"'='";"1330.0";"nM";"5.88";"";"";"UO_0000065";"1.89";"None";"None";"None";"0";"CHEMBL6138540";"Binding affinity to NT-647 dye-labeled human 20S proteasome by MST assay";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL6134855";"1";"Scientific Literature";"J Med Chem";"2025";"None";"";"ACTIVATOR";"";"1.33"
"CHEMBL6161877";"";"None";"2711.06";"None";"None";"1g";"C[C@@H](O)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)CN(CCCCN)C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CO)C(=O)O";"Activity";"'>'";"90.0";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL6138542";"Activation of human 20S proteasome assessed as tau degradation at 10 uM by SDS-PAGE analysis relative to control";"B";"BAO_0000223";"protein complex format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL3831201";"20S proteasome";"Homo sapiens";"PROTEIN COMPLEX GROUP";"CHEMBL6134855";"1";"Scientific Literature";"J Med Chem";"2025";"None";"DOSE = 10.0 microM | TIME = 1.5 hr";"ACTIVATOR";"";"90.0"
